Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT (mins),Avg CTAT (mins),Cancelled by Customer,Customer Cancellation Reason,Cancelled by Driver,Driver Cancellation Reason,Incomplete Ride,Incomplete Ride Reason,Booking Value (₹),Ride Distance (km),Driver Rating,Customer Rating
23-01-2026,13:10:00,CNR0000168,Cancelled by Driver,CUST68183,Prime Sedan,Brookefield,Whitefield,,,No,,Yes,The customer was coughing/sick,No,,273.54,,,
21-01-2026,01:04:00,CNR0000169,Successful,CUST97973,eBike,Rammurthy Nagar,Chamrajpet,7.6,7.6,No,,No,,No,,579.83,23,3.5,4.8
22-01-2026,14:02:00,CNR0000170,Cancelled by Customer,CUST26545,Auto,MG Road,Mahadevapura,,,Yes,AC is not working,No,,No,,326.33,,,
20-01-2026,04:43:00,CNR0000171,Cancelled by Driver,CUST68972,Prime Sedan,Chamrajpet,Brookefield,,,No,,Yes,Customer related issue,No,,258.82,,,
21-01-2026,08:15:00,CNR0000172,Successful,CUST24869,Auto,Hosur Road,Ulsoor,7.2,6.4,No,,No,,No,,324.11,27.3,3.9,3.9
15-01-2026,06:39:00,CNR0000173,Successful,CUST47431,eBike,Kalyan Nagar,Frazer Town,10.6,6,No,,No,,No,,725.57,11,4.8,4.2
03-01-2026,21:54:00,CNR0000174,Successful,CUST51889,eBike,Gavipuram,HSR Layout,7.5,7.3,No,,No,,No,,455.64,2.3,4.8,4.6
30-01-2026,22:40:00,CNR0000175,Successful,CUST32818,Prime SUV,Chamrajpet,Banaswadi,8.6,5.8,No,,No,,No,,1792.07,28.6,3.9,4.2
12-01-2026,17:36:00,CNR0000176,Successful,CUST58353,Mini,Peenya,Rajajinagar,11.8,7.6,No,,No,,No,,223.41,14.6,5,4.6
17-01-2026,13:49:00,CNR0000177,Successful,CUST63665,Prime SUV,Jakkur,Electronic City,6,4.2,No,,No,,No,,129.59,20.8,4.2,4.3
05-01-2026,17:40:00,CNR0000178,Successful,CUST87042,Prime Plus,Mahadevapura,Rajajinagar,9.5,7,No,,No,,No,,527.65,24.1,3.7,3.7
06-01-2026,05:20:00,CNR0000179,Cancelled by Driver,CUST39552,Prime Sedan,Kamakhya,Chickpet,,,No,,Yes,The customer was coughing/sick,No,,481.58,,,
09-01-2026,04:40:00,CNR0000180,Successful,CUST49691,Bike,Rachenahalli,Bannerghatta Road,8,4.7,No,,No,,No,,475.7,3.6,3.7,4.5
24-01-2026,19:21:00,CNR0000181,Successful,CUST83874,Auto,Indiranagar,Bannerghatta Road,3.8,8.7,No,,No,,No,,330.13,26.9,4.5,4.7
14-01-2026,19:40:00,CNR0000182,Successful,CUST13969,Mini,Devanahalli,Rachenahalli,6.3,5.5,No,,No,,No,,740.99,6,4.7,4.5
10-01-2026,14:04:00,CNR0000183,Successful,CUST17852,Prime Plus,Brookefield,Varthur,9.2,8,No,,No,,No,,342.06,4.8,4,4.6
24-01-2026,11:25:00,CNR0000184,Successful,CUST27139,Prime SUV,Chamrajpet,Banaswadi,8.5,5.2,No,,No,,No,,286.12,4,3.9,3.9
04-01-2026,01:18:00,CNR0000185,Successful,CUST60351,Prime SUV,Bagalur,Varthur,9.1,7.3,No,,No,,No,,579.69,4.3,4,4.4
11-01-2026,06:48:00,CNR0000186,Successful,CUST30885,Mini,Banaswadi,Outer Ring Road,5.1,3.9,No,,No,,No,,109.25,24.8,4.9,4.3
31-01-2026,07:13:00,CNR0000187,Successful,CUST86460,Prime Sedan,Marathahalli,Chickpet,6.7,8,No,,No,,No,,826.48,4.3,4.2,4.3
28-01-2026,03:27:00,CNR0000188,Cancelled by Driver,CUST27555,Prime Sedan,Koramangala Extension,Chamrajpet,,,No,,Yes,The customer was coughing/sick,No,,120.41,,,
18-01-2026,06:23:00,CNR0000189,Successful,CUST82512,Prime Sedan,Electronic City,Kengeri,8.6,8.2,No,,No,,No,,639.58,13.9,5,4.5
04-01-2026,04:06:00,CNR0000190,Incomplete,CUST61629,Prime Sedan,Basavanagudi,Peenya,,,No,,No,,Yes,Customer Demand,303.14,,,
17-01-2026,01:02:00,CNR0000191,Cancelled by Driver,CUST15100,Prime Plus,HSR Layout,Basavanagudi,,,No,,Yes,More than permitted people in there,No,,456.36,,,
05-01-2026,10:59:00,CNR0000192,Incomplete,CUST90356,Prime Sedan,Malleshwaram,Rammurthy Nagar,,,No,,No,,Yes,Other Issue,796.27,,,
17-01-2026,16:34:00,CNR0000193,Successful,CUST74205,eBike,Jakkur,City Market,7.4,6,No,,No,,No,,232.16,15.1,3.7,4.1
10-01-2026,23:55:00,CNR0000194,Successful,CUST92478,Auto,Vidyaranyapura,Hebbal,8.6,4.8,No,,No,,No,,487.85,22.9,4.4,3.8
02-01-2026,18:30:00,CNR0000195,Successful,CUST32349,Bike,Devanahalli,Koramangala Extension,9,6.1,No,,No,,No,,573.74,12.5,4.5,3.5
31-01-2026,22:07:00,CNR0000196,Successful,CUST35006,Auto,Brookefield,Vijayanagar,9.4,5.4,No,,No,,No,,181.35,8.3,4.3,4.4
16-01-2026,23:46:00,CNR0000197,Successful,CUST18163,eBike,Rajajinagar,Kamakhya,8.1,7.5,No,,No,,No,,364.23,29.8,4.3,4
06-01-2026,14:58:00,CNR0000198,Cancelled by Customer,CUST79878,Prime Sedan,Rachenahalli,Gavipuram,,,Yes,AC is not working,No,,No,,176.71,,,
08-01-2026,08:35:00,CNR0000199,Successful,CUST49124,Prime Plus,City Market,Mahadevapura,8.2,4.8,No,,No,,No,,381.29,29.1,4,4
30-01-2026,23:17:00,CNR0000200,Successful,CUST47721,Auto,Jakkur,Whitefield Phase,12.6,6.6,No,,No,,No,,696.87,21.5,4,4.7
05-01-2026,09:02:00,CNR0000201,Incomplete,CUST47700,eBike,Bannerghatta Road,Gavipuram,,,No,,No,,Yes,Other Issue,291.15,,,
07-01-2026,17:17:00,CNR0000202,Successful,CUST83664,eBike,Shivajinagar,Rajajinagar,12.3,4.8,No,,No,,No,,619.4,18.4,3.6,4.9
08-01-2026,20:14:00,CNR0000203,Cancelled by Driver,CUST16880,Auto,Varthur,Basavanagudi,,,No,,Yes,Personal & Car related issues,No,,154.85,,,
31-01-2026,17:59:00,CNR0000204,Successful,CUST30701,Mini,Kolar Road,Hebbal,7.8,7.5,No,,No,,No,,484.6,19.4,4,4.5
30-01-2026,02:41:00,CNR0000205,Cancelled by Driver,CUST85252,Prime Plus,Rachenahalli,Hosur Road,,,No,,Yes,Personal & Car related issues,No,,587.36,,,
29-01-2026,05:59:00,CNR0000206,Successful,CUST14763,Prime SUV,Rammurthy Nagar,Kalyan Nagar,6.3,5.1,No,,No,,No,,935.27,15,3.9,3.6
10-01-2026,18:38:00,CNR0000207,Incomplete,CUST24064,Prime Sedan,Chickpet,Outer Ring Road,,,No,,No,,Yes,Other Issue,454.81,,,
05-01-2026,16:29:00,CNR0000208,Successful,CUST45761,Prime Plus,Jayanagar,Basavanagudi,10.1,3.3,No,,No,,No,,202.65,4.2,3.8,4.6
26-01-2026,09:36:00,CNR0000209,Successful,CUST98395,Prime SUV,Frazer Town,Ulsoor,8.7,8.8,No,,No,,No,,261.79,10.7,4.1,4
13-01-2026,21:06:00,CNR0000210,Incomplete,CUST34219,Prime Plus,Hebbal,Vijayanagar,,,No,,No,,Yes,Customer Demand,193.97,,,
25-01-2026,08:21:00,CNR0000211,Successful,CUST49576,Bike,Koramangala Extension,Jakkur,9.1,7.5,No,,No,,No,,376.41,6.6,3.6,3.7
10-01-2026,05:25:00,CNR0000212,Successful,CUST99925,Bike,HSR Layout,Mahadevapura,5.4,8.7,No,,No,,No,,465.54,28.1,3.9,4.4
08-01-2026,04:30:00,CNR0000213,Successful,CUST30078,Mini,Hosur Road,Vidyaranyapura,7.9,5.6,No,,No,,No,,955.49,24.7,4.6,4.7
27-01-2026,06:48:00,CNR0000214,Incomplete,CUST42435,eBike,OMR Road,Vidyaranyapura,,,No,,No,,Yes,Customer Demand,310.74,,,
12-01-2026,02:58:00,CNR0000215,Incomplete,CUST83946,Auto,Marathahalli,Peenya,,,No,,No,,Yes,Customer Demand,159.79,,,
11-01-2026,16:28:00,CNR0000216,Successful,CUST25235,eBike,Richmond Town,HSR Layout,4.6,8,No,,No,,No,,303.64,29.2,4.7,4.2
17-01-2026,13:29:00,CNR0000217,Cancelled by Customer,CUST83912,Auto,Peenya,Outer Ring Road,,,Yes,AC is not working,No,,No,,697.58,,,
27-01-2026,00:47:00,CNR0000218,Successful,CUST38560,Bike,Electronic City,Whitefield,8.6,6.4,No,,No,,No,,770.04,15.1,3.6,4.8
30-01-2026,15:02:00,CNR0000219,Successful,CUST47629,Mini,Ulsoor,Mahadevapura,4.8,5.1,No,,No,,No,,390.99,3.6,4.9,4.1
29-01-2026,12:28:00,CNR0000220,Incomplete,CUST59479,Mini,Bannerghatta Road,Whitefield Phase,,,No,,No,,Yes,Other Issue,443.25,,,
04-01-2026,05:34:00,CNR0000221,Incomplete,CUST61518,Bike,Rajajinagar,Koramangala Extension,,,No,,No,,Yes,Customer Demand,988.27,,,
15-01-2026,21:46:00,CNR0000222,Cancelled by Driver,CUST81361,Mini,Rachenahalli,Kengeri,,,No,,Yes,Customer related issue,No,,161.89,,,
07-01-2026,23:48:00,CNR0000223,Successful,CUST24790,Auto,Tumkur Road,Varthur,8.5,6.5,No,,No,,No,,943.63,30,3.9,3.6
20-01-2026,01:28:00,CNR0000224,Successful,CUST88352,eBike,HSR Layout,Marathahalli,8,6.1,No,,No,,No,,275.15,23.5,4.3,4.6
25-01-2026,01:08:00,CNR0000225,Successful,CUST76046,Prime Sedan,Cubbon Park,Koramangala Extension,7.4,3.6,No,,No,,No,,408.24,5.6,4.7,3.9
29-01-2026,04:42:00,CNR0000226,Successful,CUST78321,Prime Plus,Varthur,City Market,8.2,6.8,No,,No,,No,,336.08,8.4,4.6,3.8
22-01-2026,13:35:00,CNR0000227,Cancelled by Customer,CUST74962,Auto,Gavipuram,Kolar Road,,,Yes,Wrong Address,No,,No,,266.11,,,
05-01-2026,09:24:00,CNR0000228,Successful,CUST34101,Prime SUV,Rachenahalli,Hebbal,10.1,8.3,No,,No,,No,,442.16,12,3.7,4.2
02-01-2026,17:26:00,CNR0000229,Successful,CUST64592,Bike,Kamakhya,Rajajinagar,8.7,4.9,No,,No,,No,,231.77,16.6,3.6,4.2
12-01-2026,02:34:00,CNR0000230,Cancelled by Customer,CUST34966,Auto,Shivajinagar,Kengeri,,,Yes,Wrong Address,No,,No,,129.04,,,
26-01-2026,18:46:00,CNR0000231,Successful,CUST98008,Bike,Richmond Town,Hebbal,8.2,8.3,No,,No,,No,,651.29,25.9,4.9,3.8
07-01-2026,23:07:00,CNR0000232,Cancelled by Driver,CUST72773,Prime Plus,Bellandur,Vidyaranyapura,,,No,,Yes,More than permitted people in there,No,,775.49,,,
25-01-2026,09:24:00,CNR0000233,Successful,CUST71112,Bike,Kolar Road,Gavipuram,12.1,8.6,No,,No,,No,,452.24,26.5,4.2,4.7
24-01-2026,15:48:00,CNR0000234,Successful,CUST51973,Prime Plus,Chamrajpet,Vijayanagar,6,5.6,No,,No,,No,,188.29,2.8,3.7,3.9
30-01-2026,18:37:00,CNR0000235,Successful,CUST64732,Prime Sedan,Yeshwantpur,Frazer Town,9.3,8.1,No,,No,,No,,432.51,21.7,4.2,4.5
22-01-2026,10:16:00,CNR0000236,Successful,CUST74044,eBike,Kolar Road,Hosur Road,7.1,5.5,No,,No,,No,,417.2,2.4,3.8,4.6
16-01-2026,05:58:00,CNR0000237,Successful,CUST81058,eBike,Marathahalli,Kamakhya,10.1,3.4,No,,No,,No,,971.65,13,4.5,4.6
14-01-2026,04:53:00,CNR0000238,Successful,CUST92667,Prime Plus,Electronic City,HSR Layout,9.8,5.8,No,,No,,No,,281.95,11.8,3.6,4.5
30-01-2026,19:58:00,CNR0000239,Successful,CUST73334,eBike,Kalyan Nagar,Indiranagar,11,6.1,No,,No,,No,,104.73,13.1,4.3,3.9
10-01-2026,00:32:00,CNR0000240,Incomplete,CUST98346,Mini,Ulsoor,JP Nagar,,,No,,No,,Yes,Other Issue,176.58,,,
17-01-2026,08:52:00,CNR0000241,Successful,CUST56457,Prime Sedan,Rammurthy Nagar,Bannerghatta Road,10,6.5,No,,No,,No,,325.44,28.6,5,3.8
22-01-2026,02:41:00,CNR0000242,Successful,CUST95182,Prime SUV,Whitefield,Bannerghatta Road,4.6,5.9,No,,No,,No,,289.93,14.9,4.5,4.6
03-01-2026,15:54:00,CNR0000243,Incomplete,CUST66873,eBike,Basavanagudi,Jakkur,,,No,,No,,Yes,Customer Demand,958.66,,,
08-01-2026,06:57:00,CNR0000244,Incomplete,CUST84289,Mini,Shivajinagar,Whitefield,,,No,,No,,Yes,Other Issue,948.76,,,
19-01-2026,21:02:00,CNR0000245,Incomplete,CUST33508,Prime SUV,Vijayanagar,Indiranagar,,,No,,No,,Yes,Other Issue,427.46,,,
27-01-2026,12:59:00,CNR0000246,Successful,CUST20084,Prime Sedan,Malleshwaram,Jakkur,8,6.6,No,,No,,No,,694.19,11.2,4.8,4
25-01-2026,23:08:00,CNR0000247,Successful,CUST20279,Bike,Hosur Road,Gavipuram,5.4,7,No,,No,,No,,434.63,4.1,4,4.7
31-01-2026,19:25:00,CNR0000248,Cancelled by Driver,CUST52778,Auto,Devanahalli,Shivajinagar,,,No,,Yes,More than permitted people in there,No,,241.97,,,
31-01-2026,12:27:00,CNR0000249,Successful,CUST34345,eBike,Yelahanka,Tumkur Road,5.8,6.7,No,,No,,No,,647.39,11.7,3.9,3.6
09-01-2026,04:24:00,CNR0000250,Successful,CUST93086,Prime Plus,Hosur Road,Kengeri,7.9,7.4,No,,No,,No,,102.07,20.7,4,4
09-01-2026,03:08:00,CNR0000251,Successful,CUST21442,Prime Plus,Sarjapur,Brookefield,7.1,5.3,No,,No,,No,,141.21,3.1,3.6,4.3
20-01-2026,19:50:00,CNR0000252,Successful,CUST52523,Prime SUV,Kengeri,Koramangala,6.9,4.8,No,,No,,No,,133.8,7,4.9,4.9
08-01-2026,18:33:00,CNR0000253,Successful,CUST32227,eBike,Kengeri,Malleshwaram,5.1,5.7,No,,No,,No,,296.76,12.2,3.6,4.2
14-01-2026,09:30:00,CNR0000254,Cancelled by Driver,CUST20082,Prime Sedan,Connaught Place,MG Road,,,No,,Yes,More than permitted people in there,No,,178.02,,,
04-01-2026,04:19:00,CNR0000255,Successful,CUST10887,Mini,Basavanagudi,Bagalur,11.9,6.1,No,,No,,No,,719.67,3.1,4.1,4.7
21-01-2026,19:08:00,CNR0000256,Successful,CUST49378,Prime Sedan,Vidyaranyapura,Bellandur,9,7.8,No,,No,,No,,484.87,4.3,5,3.9
23-01-2026,20:31:00,CNR0000257,Successful,CUST85481,Prime SUV,MG Road,Vijayanagar,7.8,5.7,No,,No,,No,,696.07,24.6,3.7,4.3
19-01-2026,17:11:00,CNR0000258,Incomplete,CUST99353,Prime SUV,Peenya,Indiranagar,,,No,,No,,Yes,Vehicle Breakdown,604.61,,,
26-01-2026,09:53:00,CNR0000259,Successful,CUST19064,Prime SUV,Varthur,Whitefield Phase,6.5,6.9,No,,No,,No,,196.57,7.9,4.5,4.6
26-01-2026,12:04:00,CNR0000260,Successful,CUST68860,Bike,Hebbal,Yelahanka,7.4,2.5,No,,No,,No,,467.24,19.3,4.5,4.3
26-01-2026,11:44:00,CNR0000261,Successful,CUST80373,Bike,Devanahalli,Bannerghatta Road,6.7,2.7,No,,No,,No,,365.21,22.9,3.7,4.4
19-01-2026,20:43:00,CNR0000262,Incomplete,CUST94769,Mini,OMR Road,Basavanagudi,,,No,,No,,Yes,Vehicle Breakdown,139.34,,,
08-01-2026,16:47:00,CNR0000263,Successful,CUST77999,Bike,Yelahanka,Bellandur,9.2,6.5,No,,No,,No,,256.06,16.3,4.7,4.4
17-01-2026,04:22:00,CNR0000264,Successful,CUST13219,Mini,JP Nagar,Chickpet,6.1,6.1,No,,No,,No,,557.92,14.5,4.9,3.7
10-01-2026,10:29:00,CNR0000265,Successful,CUST37114,Bike,Hebbal,Gavipuram,4.8,6.3,No,,No,,No,,378.01,9.5,4,4
26-01-2026,22:07:00,CNR0000266,Successful,CUST12960,Prime SUV,Basavanagudi,Kolar Road,7.6,5.9,No,,No,,No,,964.03,11,4.6,4.3
18-01-2026,05:21:00,CNR0000267,Cancelled by Driver,CUST83380,Mini,Outer Ring Road,Cubbon Park,,,No,,Yes,Customer related issue,No,,362.27,,,
13-01-2026,00:47:00,CNR0000268,Successful,CUST90492,Prime Plus,Brookefield,Yelahanka,6.7,4.4,No,,No,,No,,185.7,5.4,3.9,4.6
26-01-2026,02:36:00,CNR0000269,Successful,CUST23336,Prime SUV,Rachenahalli,Ulsoor,8.4,7.4,No,,No,,No,,145.47,21,4.5,4.2
31-01-2026,20:20:00,CNR0000270,Successful,CUST88246,Mini,Bagalur,Rammurthy Nagar,8,8.2,No,,No,,No,,437.36,4.4,4.4,4.7
23-01-2026,09:58:00,CNR0000271,Successful,CUST90541,Bike,Bannerghatta Road,Whitefield Phase,12.7,7.5,No,,No,,No,,221.85,22.9,3.8,4.5
17-01-2026,12:26:00,CNR0000272,Successful,CUST88174,Prime Plus,Jakkur,Kengeri,5.9,5.7,No,,No,,No,,314.41,9.9,4.9,4.9
06-01-2026,17:10:00,CNR0000273,Successful,CUST74178,Prime Sedan,Rajajinagar,Ulsoor,10.8,4,No,,No,,No,,121.39,18,4,3.5
05-01-2026,06:52:00,CNR0000274,Successful,CUST60324,Bike,Banaswadi,Kolar Road,5.2,6.8,No,,No,,No,,265.84,4.8,4.8,4.2
03-01-2026,18:01:00,CNR0000275,Successful,CUST38905,Prime Sedan,Whitefield,Shivajinagar,7.1,5.1,No,,No,,No,,411.52,6.5,4.3,4.7
16-01-2026,17:32:00,CNR0000276,Cancelled by Driver,CUST24838,Bike,Jayanagar,Shivajinagar,,,No,,Yes,The customer was coughing/sick,No,,401.96,,,
25-01-2026,23:28:00,CNR0000277,Cancelled by Driver,CUST81611,Prime Plus,Sarjapur,JP Nagar,,,No,,Yes,Customer related issue,No,,498.73,,,
15-01-2026,08:22:00,CNR0000278,Cancelled by Driver,CUST21401,Mini,Jayanagar,Mahadevapura,,,No,,Yes,Customer related issue,No,,793.37,,,
12-01-2026,22:39:00,CNR0000279,Successful,CUST92938,Mini,Malleshwaram,Bagalur,6.8,4.7,No,,No,,No,,182.57,6.9,3.6,4
09-01-2026,19:34:00,CNR0000280,Successful,CUST32069,Prime Sedan,HSR Layout,Chickpet,3,7,No,,No,,No,,442.35,29.5,5,4.5
04-01-2026,04:48:00,CNR0000281,Successful,CUST63948,Auto,Shivajinagar,Kolar Road,7.5,4.6,No,,No,,No,,624.59,29.1,4.6,4.7
25-01-2026,21:25:00,CNR0000282,Successful,CUST74154,Prime Plus,Jakkur,Devanahalli,8.5,6.4,No,,No,,No,,280.34,9.2,4.5,4.8
03-01-2026,12:32:00,CNR0000283,Incomplete,CUST46467,eBike,Chamrajpet,Outer Ring Road,,,No,,No,,Yes,Vehicle Breakdown,446.69,,,
28-01-2026,23:05:00,CNR0000284,Successful,CUST70089,eBike,Tumkur Road,Bellandur,9,4.5,No,,No,,No,,313.24,28,3.8,4.1
07-01-2026,15:17:00,CNR0000285,Successful,CUST52318,Prime SUV,Chickpet,Basavanagudi,12.1,8.4,No,,No,,No,,440.12,9.8,4.7,4.8
25-01-2026,01:02:00,CNR0000286,Successful,CUST23051,eBike,Outer Ring Road,Indiranagar,6.7,6.9,No,,No,,No,,720.2,11.1,3.5,4.9
07-01-2026,22:58:00,CNR0000287,Incomplete,CUST27290,eBike,City Market,Malleshwaram,,,No,,No,,Yes,Vehicle Breakdown,243.81,,,
03-01-2026,11:42:00,CNR0000288,Cancelled by Customer,CUST95054,Prime Plus,Marathahalli,Rammurthy Nagar,,,Yes,Driver asked to cancel,No,,No,,136.39,,,
04-01-2026,00:13:00,CNR0000289,Successful,CUST72496,Auto,Rajajinagar,Yelahanka,8.6,1.9,No,,No,,No,,103.71,8.8,4.5,4.7
28-01-2026,13:44:00,CNR0000290,Successful,CUST27324,Mini,Electronic City,Cubbon Park,8.5,4.6,No,,No,,No,,551.11,10.1,4,4.8
05-01-2026,12:49:00,CNR0000291,Successful,CUST27451,eBike,Whitefield Phase,Yeshwantpur,5.7,6.4,No,,No,,No,,343.52,15.5,3.7,4
07-01-2026,20:47:00,CNR0000292,Successful,CUST29840,Mini,Bagalur,Whitefield Phase,6.7,6.1,No,,No,,No,,457.74,11.4,3.7,3.7
24-01-2026,12:22:00,CNR0000293,Successful,CUST66280,Prime Sedan,Rajajinagar,MG Road,6.8,7.1,No,,No,,No,,320.81,21.1,4.4,4.4
25-01-2026,22:01:00,CNR0000294,Successful,CUST96298,Prime Sedan,Richmond Town,Kamakhya,9.1,8.2,No,,No,,No,,256.31,15.2,4.5,4.7
26-01-2026,07:31:00,CNR0000295,Cancelled by Customer,CUST60578,Auto,MG Road,Kalyan Nagar,,,Yes,Driver is not moving towards pickup location,No,,No,,490.1,,,
12-01-2026,10:08:00,CNR0000296,Successful,CUST60703,Prime SUV,Jakkur,Varthur,4.5,4.5,No,,No,,No,,404.33,28,4.9,4.7
01-01-2026,18:04:00,CNR0000297,Incomplete,CUST11807,Prime Sedan,Richmond Town,Whitefield,,,No,,No,,Yes,Vehicle Breakdown,350.8,,,
17-01-2026,13:27:00,CNR0000298,Successful,CUST62727,Auto,Devanahalli,Rachenahalli,8.7,5.1,No,,No,,No,,133.36,28.3,3.6,4.9
26-01-2026,04:34:00,CNR0000299,Cancelled by Driver,CUST52827,Mini,Yelahanka,Devanahalli,,,No,,Yes,Personal & Car related issues,No,,274.56,,,
31-01-2026,07:03:00,CNR0000300,Successful,CUST42044,Auto,Sarjapur,Jayanagar,9,8.4,No,,No,,No,,223.41,25.6,4.6,4.6
04-01-2026,00:45:00,CNR0000301,Successful,CUST27984,eBike,Koramangala,Malleshwaram,8.7,5.4,No,,No,,No,,306.37,7.6,4.7,3.9
12-01-2026,04:47:00,CNR0000302,Incomplete,CUST45227,eBike,Jayanagar,Mahadevapura,,,No,,No,,Yes,Vehicle Breakdown,635.72,,,
03-01-2026,08:45:00,CNR0000303,Successful,CUST85582,eBike,Electronic City,Kalyan Nagar,7.4,5.5,No,,No,,No,,299.34,24.8,4.4,4.1
09-01-2026,03:57:00,CNR0000304,Successful,CUST85223,eBike,Koramangala Extension,Jayanagar,8.6,9.1,No,,No,,No,,117.57,12,4.8,3.9
16-01-2026,11:24:00,CNR0000305,Cancelled by Driver,CUST29671,Prime Plus,Whitefield,Peenya,,,No,,Yes,More than permitted people in there,No,,199.06,,,
30-01-2026,23:20:00,CNR0000306,Successful,CUST45554,Prime SUV,Electronic City,Jakkur,7.5,7.4,No,,No,,No,,459.87,24.9,3.8,4.7
02-01-2026,12:04:00,CNR0000307,Cancelled by Driver,CUST70960,Prime SUV,Chickpet,Mahadevapura,,,No,,Yes,The customer was coughing/sick,No,,282.24,,,
12-01-2026,06:18:00,CNR0000308,Cancelled by Customer,CUST83899,Prime SUV,City Market,Hosur Road,,,Yes,Change of plans,No,,No,,487.77,,,
25-01-2026,06:46:00,CNR0000309,Successful,CUST81638,Prime SUV,MG Road,Yeshwantpur,3.9,4.5,No,,No,,No,,192.97,15,4,4.8
29-01-2026,00:21:00,CNR0000310,Cancelled by Driver,CUST10191,Prime SUV,Tumkur Road,Kengeri,,,No,,Yes,The customer was coughing/sick,No,,311.4,,,
08-01-2026,13:31:00,CNR0000311,Successful,CUST17850,Prime Plus,HSR Layout,Shivajinagar,10.1,4.7,No,,No,,No,,947.75,16.1,4.3,4.6
12-01-2026,14:47:00,CNR0000312,Successful,CUST21128,Bike,JP Nagar,Banaswadi,8.7,5.7,No,,No,,No,,537.34,12.7,4.4,4.2
31-01-2026,04:15:00,CNR0000313,Cancelled by Driver,CUST48230,Prime Sedan,Vijayanagar,Rammurthy Nagar,,,No,,Yes,The customer was coughing/sick,No,,208.51,,,
03-01-2026,06:08:00,CNR0000314,Successful,CUST86638,Auto,Yeshwantpur,JP Nagar,9.8,6.1,No,,No,,No,,262.2,19.5,4.3,4.9
07-01-2026,14:19:00,CNR0000315,Successful,CUST70731,Prime Sedan,Jayanagar,Bannerghatta Road,5,7.7,No,,No,,No,,429.73,5.9,4.5,3.6
27-01-2026,10:09:00,CNR0000316,Successful,CUST21955,eBike,MG Road,Gavipuram,9,7.9,No,,No,,No,,219.24,16.9,4.7,3.8
31-01-2026,12:54:00,CNR0000317,Successful,CUST69270,Bike,Hosur Road,Peenya,8.4,6.4,No,,No,,No,,420.75,6.2,3.7,3.5
27-01-2026,07:08:00,CNR0000318,Cancelled by Customer,CUST35969,Prime SUV,Rammurthy Nagar,Chamrajpet,,,Yes,Driver is not moving towards pickup location,No,,No,,203.27,,,
27-01-2026,02:01:00,CNR0000319,Cancelled by Driver,CUST18450,Prime Plus,Kolar Road,Brookefield,,,No,,Yes,Personal & Car related issues,No,,913.85,,,
11-01-2026,03:02:00,CNR0000320,Successful,CUST70423,Auto,Malleshwaram,Jakkur,5.8,4.8,No,,No,,No,,747.57,22.8,4.1,4.1
12-01-2026,06:58:00,CNR0000321,Incomplete,CUST34530,Prime Sedan,Shivajinagar,Brookefield,,,No,,No,,Yes,Customer Demand,346.17,,,
21-01-2026,09:31:00,CNR0000322,Successful,CUST64000,Bike,Hebbal,Marathahalli,8.1,5.3,No,,No,,No,,267.27,23.3,4.5,4.7
08-01-2026,20:51:00,CNR0000323,Cancelled by Driver,CUST81258,Prime SUV,Indiranagar,Kengeri,,,No,,Yes,The customer was coughing/sick,No,,411.79,,,
12-01-2026,18:32:00,CNR0000324,Successful,CUST52153,Mini,Shivajinagar,Ulsoor,7.3,7.2,No,,No,,No,,111.69,25,4.7,3.9
26-01-2026,15:33:00,CNR0000325,Incomplete,CUST56849,Prime SUV,Yelahanka,Cubbon Park,,,No,,No,,Yes,Customer Demand,196.22,,,
18-01-2026,23:03:00,CNR0000326,Incomplete,CUST38758,Bike,Kengeri,Gavipuram,,,No,,No,,Yes,Customer Demand,336.42,,,
26-01-2026,23:44:00,CNR0000327,Cancelled by Driver,CUST57026,Bike,Indiranagar,HSR Layout,,,No,,Yes,Customer related issue,No,,175.11,,,
26-01-2026,15:34:00,CNR0000328,Successful,CUST50508,Prime Plus,Kalyan Nagar,Whitefield,7.5,4.5,No,,No,,No,,187.3,24.3,4.3,3.5
30-01-2026,19:12:00,CNR0000329,Incomplete,CUST27103,Prime Sedan,HSR Layout,Ulsoor,,,No,,No,,Yes,Vehicle Breakdown,158.94,,,
23-01-2026,04:49:00,CNR0000330,Incomplete,CUST24538,Prime SUV,Kamakhya,Chamrajpet,,,No,,No,,Yes,Vehicle Breakdown,830.41,,,
19-01-2026,03:21:00,CNR0000331,Cancelled by Driver,CUST49552,Prime Sedan,Rajajinagar,Malleshwaram,,,No,,Yes,More than permitted people in there,No,,979.37,,,
21-01-2026,10:11:00,CNR0000332,Successful,CUST83659,eBike,Bagalur,Gavipuram,7.1,5.2,No,,No,,No,,169.97,22.2,4,4.5
05-01-2026,05:46:00,CNR0000333,Cancelled by Driver,CUST10235,eBike,Jakkur,Rammurthy Nagar,,,No,,Yes,Personal & Car related issues,No,,226.97,,,
26-01-2026,19:14:00,CNR0000334,Successful,CUST93839,Bike,JP Nagar,Kalyan Nagar,9.7,8,No,,No,,No,,618.76,21.4,5,3.8
29-01-2026,02:52:00,CNR0000335,Successful,CUST97821,eBike,Koramangala Extension,Basavanagudi,4.7,6.4,No,,No,,No,,199.57,11.7,3.6,3.9
